user_id,tenure_days,subscription_tier,avg_daily_minutes_last_7d,avg_daily_minutes_last_30d,sessions_last_7d,sessions_last_30d,avg_completion_rate,unique_genres_watched_30d,days_since_last_session,binge_sessions_last_30d,peak_hour_viewing_pct,original_content_pct,recommendation_click_rate,fatigue_label
U003412,25,Basic,75.5,79.5,7,31,0.503,6,1,3,74.3,79.9,0.347,0
U007963,24,Standard,105.8,100.9,10,43,0.428,9,1,3,90.8,53.4,0.415,0
U006310,297,Standard,86.6,37.8,4,16,0.466,7,0,0,57.6,70.0,0.366,0
U008612,435,Basic,44.2,23.2,2,8,0.288,3,0,0,91.8,59.0,0.119,1
U005013,137,Premium,63.1,62.9,4,17,0.532,3,1,0,45.0,65.2,0.223,0
U007751,31,Standard,76.3,77.7,8,33,0.43,8,0,4,65.6,31.3,0.333,0
U005980,154,Basic,52.9,66.9,5,21,0.397,1,5,2,75.4,32.7,0.297,0
U004049,342,Premium,0.0,5.0,6,25,0.09,3,1,0,87.7,36.7,0.12,1
U004900,435,Standard,44.0,50.4,3,12,0.279,2,2,1,91.6,39.0,0.02,0
U001319,15,Standard,78.2,69.6,3,12,0.192,7,1,0,56.3,45.1,0.088,0
U009773,34,Basic,80.0,97.9,6,23,0.454,5,5,1,63.7,47.3,0.297,1
U009138,70,Basic,97.4,88.3,6,25,0.379,5,2,2,94.1,52.8,0.201,0
U007143,268,Standard,60.4,63.1,5,21,0.414,1,3,1,58.4,47.2,0.104,0
U001898,37,Premium,42.6,63.5,1,4,0.363,1,2,0,89.1,28.3,0.237,1
U007466,87,Standard,100.8,150.0,5,20,0.486,5,5,2,80.3,18.4,0.2,0
U000604,16,Premium,2.4,5.0,4,17,0.229,1,5,2,50.0,18.5,0.091,1
U002847,278,Premium,110.9,121.7,8,35,0.451,5,2,1,42.4,77.3,0.431,0
U008208,10,Standard,19.9,23.3,5,21,0.297,5,2,1,85.6,58.7,0.184,0
U000394,269,Standard,51.9,42.0,8,34,0.284,1,4,1,59.9,46.4,0.103,0
U004437,77,Standard,132.3,125.0,7,26,0.451,2,0,2,66.2,84.3,0.21,0
U009448,226,Standard,9.7,5.5,3,12,0.14,1,9,1,41.5,29.6,0.349,1
U007235,74,Standard,117.7,115.7,8,31,0.573,3,9,0,82.8,56.9,0.255,1
U005399,90,Standard,11.6,9.0,3,12,0.238,6,0,2,87.1,39.5,0.132,0
U000096,122,Standard,84.5,101.9,6,25,0.377,4,2,1,77.5,55.4,0.02,0
U001663,453,Standard,133.8,167.2,9,38,0.771,4,3,1,73.6,60.9,0.418,0
U008971,22,Standard,5.7,8.0,3,13,0.272,1,0,3,68.6,59.0,0.124,1
U005131,147,Basic,51.8,67.9,6,23,0.383,6,0,2,82.2,17.5,0.182,0
U001489,88,Standard,0.0,5.0,6,23,0.497,3,3,1,62.3,52.9,0.223,1
U008317,363,Basic,53.1,49.3,8,35,0.734,5,4,1,80.0,9.5,0.137,0
U002708,55,Standard,89.4,85.2,9,36,0.565,3,0,3,85.4,47.3,0.413,0
U001596,155,Standard,86.7,108.7,8,32,0.359,4,2,5,65.1,61.7,0.372,0
U009278,140,Standard,13.8,10.3,4,17,0.203,5,6,1,69.8,23.4,0.046,1
U002378,280,Standard,11.8,13.8,6,25,0.571,2,1,0,63.4,13.4,0.343,1
U005141,154,Standard,55.7,77.3,5,21,0.35,6,2,3,82.7,47.6,0.265,0
U006148,120,Standard,0.0,5.0,7,26,0.484,8,1,1,41.4,40.1,0.133,1
U008242,203,Standard,119.3,176.7,7,29,0.748,6,0,5,77.6,62.3,0.462,0
U003949,32,Standard,82.3,106.2,3,12,0.228,3,0,1,72.4,55.6,0.02,0
U003934,45,Premium,0.0,5.0,4,15,0.173,2,5,1,54.3,86.9,0.02,1
U004798,275,Basic,8.5,11.6,4,17,0.429,4,1,0,58.9,71.3,0.103,0
U004373,9,Standard,96.5,46.4,9,39,0.682,7,0,2,74.5,27.1,0.297,0
U009863,487,Basic,37.4,36.7,8,34,0.157,5,0,2,49.0,42.6,0.14,0
U008243,7,Basic,137.1,147.7,9,40,0.311,6,0,5,95.0,67.7,0.152,0
U003449,161,Premium,12.2,13.2,3,12,0.429,3,17,3,80.8,53.7,0.234,1
U002944,225,Standard,72.5,98.5,6,25,0.419,7,1,1,57.7,74.4,0.167,0
U002466,40,Basic,58.4,88.1,8,32,0.695,5,0,2,62.0,20.0,0.395,0
U008583,389,Basic,33.5,37.2,5,21,0.187,3,2,2,28.9,44.7,0.445,0
U005507,126,Standard,56.2,81.9,5,19,0.129,6,3,1,89.8,41.7,0.045,0
U002699,267,Premium,53.0,45.2,2,8,0.347,3,0,2,37.0,18.5,0.086,1
U002448,38,Premium,0.0,5.0,4,17,0.284,3,5,1,44.3,76.5,0.091,1
U000020,61,Basic,37.6,48.1,6,26,0.413,3,1,1,51.8,35.2,0.23,0
U002749,299,Basic,20.3,26.8,6,26,0.566,2,3,3,62.4,40.8,0.235,1
U005400,363,Standard,48.1,35.3,5,21,0.5,1,2,1,50.0,59.0,0.022,0
U008079,83,Basic,119.0,75.4,10,38,0.63,5,0,6,67.1,37.7,0.348,1
U006872,15,Premium,40.9,49.9,1,3,0.227,1,1,0,84.6,85.7,0.134,1
U004709,308,Basic,0.0,5.0,4,17,0.396,3,8,1,88.1,51.4,0.197,1
U009477,694,Basic,101.0,107.9,8,33,0.357,6,0,0,71.4,66.9,0.118,0
U000810,21,Standard,10.8,10.3,4,17,0.39,2,1,1,91.7,74.2,0.163,0
U007478,7,Premium,28.1,34.9,4,15,0.339,1,0,0,74.0,42.0,0.204,0
U002274,190,Standard,13.8,10.6,4,17,0.512,2,6,0,31.9,78.9,0.223,0
U001924,79,Premium,89.8,99.5,10,38,0.729,11,0,1,75.5,65.3,0.369,0
U001471,150,Basic,51.5,51.3,2,8,0.112,5,3,0,86.4,35.8,0.081,1
U007935,54,Premium,49.4,41.3,5,21,0.486,3,0,2,69.3,53.4,0.199,0
U007408,635,Standard,77.8,103.8,7,29,0.609,7,2,4,33.2,39.7,0.194,0
U002407,81,Basic,68.5,106.8,7,30,0.609,7,4,3,56.4,77.0,0.378,0
U001143,203,Basic,64.4,82.2,6,23,0.681,5,1,2,59.3,55.5,0.352,0
U001748,54,Basic,102.4,156.9,10,39,0.784,8,1,3,80.0,60.1,0.496,0
U005710,427,Standard,69.9,75.7,5,21,0.458,6,2,4,64.9,54.2,0.238,1
U004976,106,Standard,21.0,16.9,3,13,0.177,7,0,0,83.5,12.5,0.107,0
U007301,24,Standard,0.0,5.0,1,4,0.271,5,3,0,69.3,39.4,0.02,1
U008149,69,Standard,0.0,5.0,5,19,0.241,5,4,2,89.7,29.1,0.182,1
U002834,61,Standard,106.0,125.2,9,36,0.712,5,0,3,40.2,18.6,0.536,0
U003132,311,Basic,0.0,5.0,2,7,0.198,2,2,0,65.1,26.2,0.036,1
U001311,15,Basic,0.0,5.0,1,4,0.234,3,7,1,47.6,20.5,0.02,1
U008651,39,Standard,25.9,25.5,6,25,0.741,3,3,1,91.3,43.3,0.151,1
U006775,101,Standard,57.2,45.7,6,25,0.412,2,6,1,95.0,11.9,0.251,1
U006757,326,Standard,47.5,31.8,2,8,0.525,4,0,2,53.4,63.9,0.097,0
U000621,36,Standard,60.0,63.6,3,13,0.174,7,2,0,77.9,43.9,0.179,1
U002702,671,Basic,0.0,5.0,4,17,0.261,3,0,1,76.7,21.5,0.02,1
U002200,86,Standard,17.6,19.0,3,13,0.069,3,0,1,92.9,37.9,0.068,1
U006197,50,Standard,25.2,7.5,2,8,0.05,2,3,0,85.3,39.2,0.02,1
U008825,379,Standard,88.5,69.3,10,43,0.618,7,1,2,81.1,54.1,0.42,0
U001047,47,Basic,57.3,53.8,5,22,0.424,5,0,0,74.0,30.0,0.028,0
U005769,56,Standard,35.7,29.7,1,3,0.478,1,2,0,84.2,69.3,0.02,1
U009948,56,Basic,81.7,88.4,2,8,0.226,6,0,0,64.5,58.8,0.115,1
U009020,193,Basic,180.3,140.3,10,43,0.59,6,0,9,65.2,73.0,0.422,0
U000744,125,Standard,104.5,90.9,11,41,0.61,10,1,3,83.0,56.7,0.45,0
U000223,17,Premium,1.1,5.0,4,16,0.109,4,0,0,73.5,36.6,0.194,0
U003150,109,Standard,0.0,5.0,3,11,0.521,2,4,0,73.5,65.1,0.314,1
U000626,82,Standard,86.9,81.5,7,30,0.423,6,3,0,83.2,57.3,0.187,1
U009335,87,Standard,68.6,52.5,8,35,0.536,4,2,3,76.9,68.2,0.387,0
U007567,454,Standard,0.0,5.0,4,17,0.198,1,0,0,66.3,59.1,0.07,1
U004583,274,Standard,29.4,28.4,1,4,0.075,4,2,1,81.5,31.4,0.054,0
U005712,621,Premium,39.1,26.0,6,23,0.39,2,2,1,85.0,8.8,0.574,0
U003285,113,Standard,94.6,107.9,5,21,0.299,3,1,3,77.7,64.5,0.214,0
U007586,202,Basic,2.7,5.0,1,4,0.318,2,1,0,81.9,63.8,0.02,1
U009647,274,Basic,92.1,58.4,6,26,0.389,1,3,2,81.2,30.2,0.033,0
U001531,67,Premium,1.9,5.0,2,8,0.147,5,2,2,73.1,76.5,0.209,0
U009686,107,Standard,30.4,25.5,5,21,0.458,2,1,0,93.5,54.2,0.203,0
U000354,32,Premium,106.2,158.2,6,26,0.515,5,2,0,56.1,42.1,0.413,1
U002475,137,Standard,0.3,5.0,1,4,0.148,1,0,0,61.9,63.8,0.041,1
U008014,45,Standard,51.5,56.7,5,20,0.508,5,1,4,76.8,63.2,0.296,0
U006476,465,Basic,102.7,89.2,4,16,0.347,2,0,1,71.8,46.4,0.058,0
U006450,144,Standard,49.7,58.6,8,32,0.241,4,3,1,83.6,48.6,0.175,0
U000240,35,Basic,6.3,7.3,4,17,0.574,3,0,1,92.6,28.9,0.065,1
U002626,598,Basic,21.7,33.4,3,12,0.383,3,4,1,88.5,26.4,0.07,1
U009787,16,Standard,80.8,110.6,4,17,0.378,4,2,0,73.7,24.1,0.142,0
U007199,485,Basic,76.8,83.9,6,23,0.418,4,0,1,41.4,10.1,0.339,0
U007693,53,Premium,13.1,12.8,2,8,0.055,3,2,1,25.5,74.0,0.131,1
U002998,66,Premium,31.4,33.7,6,25,0.423,4,4,2,54.8,29.5,0.02,1
U006441,56,Standard,76.3,91.9,2,8,0.324,2,5,2,84.6,35.4,0.255,1
U004563,381,Standard,117.6,156.8,7,30,0.374,8,3,3,35.3,49.9,0.036,0
U008615,47,Standard,28.4,20.8,4,15,0.22,2,0,2,81.6,65.8,0.192,0
U001480,102,Premium,99.2,76.9,6,26,0.383,4,4,0,72.9,42.6,0.279,0
U001019,444,Standard,0.1,5.0,1,3,0.05,1,1,0,47.0,27.6,0.02,1
U003095,37,Premium,85.7,81.4,6,23,0.571,4,0,1,67.3,53.4,0.274,0
U006183,22,Standard,41.9,38.4,2,8,0.174,5,0,2,72.1,41.6,0.262,0
U004961,142,Standard,51.5,60.0,4,16,0.597,1,0,0,80.8,85.4,0.311,0
U008493,113,Standard,79.7,84.7,9,34,0.389,5,3,5,63.6,26.7,0.482,0
U001104,472,Standard,53.2,51.1,4,17,0.283,3,0,4,66.3,69.1,0.186,0
U006082,606,Basic,50.5,58.5,4,15,0.222,3,1,1,50.3,20.6,0.112,0
U009526,111,Standard,79.4,67.9,3,11,0.392,1,5,1,74.2,16.2,0.158,0
U005191,72,Premium,62.1,98.6,6,25,0.306,5,3,1,83.4,22.3,0.201,1
U004182,200,Standard,0.0,5.0,5,22,0.262,1,2,0,48.5,59.6,0.047,1
U004468,31,Premium,0.0,5.0,7,27,0.218,4,1,1,56.5,76.8,0.189,0
U001627,40,Standard,76.6,56.2,7,27,0.313,5,2,3,74.6,31.4,0.178,0
U006718,103,Basic,84.9,89.2,0,0,0.102,3,2,0,84.5,50.8,0.206,1
U003799,34,Premium,31.7,36.3,4,17,0.09,4,1,1,45.5,34.2,0.162,0
U003054,61,Standard,31.6,35.8,9,35,0.708,6,7,3,90.5,39.7,0.3,0
U002868,255,Basic,80.1,88.0,9,38,0.463,5,0,4,85.6,57.6,0.33,0
U001433,120,Premium,35.9,58.1,2,8,0.461,4,0,2,46.4,84.7,0.203,0
U007984,44,Basic,0.0,5.0,2,7,0.217,2,0,1,45.8,55.5,0.08,1
U009347,251,Basic,40.2,24.8,6,25,0.472,4,1,3,75.8,39.5,0.357,0
U009420,131,Standard,0.0,5.0,2,8,0.05,3,2,0,85.4,64.7,0.148,1
U004077,100,Standard,0.0,5.0,4,17,0.413,1,2,1,86.7,15.9,0.218,1
U000218,247,Standard,43.8,55.7,5,20,0.516,4,3,0,82.1,34.8,0.065,0
U003556,176,Standard,81.3,64.7,4,16,0.305,6,3,0,84.1,32.3,0.163,1
U007937,128,Standard,0.0,5.0,2,7,0.118,1,3,0,60.3,64.3,0.02,0
U008422,52,Basic,70.4,71.2,4,17,0.373,1,3,2,65.8,25.5,0.209,0
U001035,14,Standard,175.0,67.7,9,38,0.328,8,0,3,81.6,49.8,0.409,0
U003774,237,Premium,33.8,33.8,5,19,0.283,9,1,3,81.0,31.8,0.236,0
U004133,195,Standard,40.9,60.8,3,12,0.075,4,2,1,53.0,72.8,0.305,0
U002336,87,Basic,59.5,54.0,5,19,0.418,3,0,2,95.0,73.4,0.301,1
U006493,95,Standard,105.7,160.1,4,16,0.415,1,0,2,84.2,38.2,0.084,1
U001483,141,Standard,50.6,56.4,4,15,0.511,2,2,1,62.9,52.3,0.266,0
U000907,306,Standard,66.0,32.6,7,31,0.453,2,0,2,80.7,68.4,0.156,0
U006089,222,Standard,51.8,37.4,5,21,0.359,5,1,1,56.9,10.1,0.171,1
U006467,139,Standard,86.2,72.2,5,20,0.363,6,1,0,53.1,35.9,0.17,0
U005677,156,Standard,0.0,5.0,1,4,0.248,1,2,0,80.7,44.4,0.02,1
U002771,14,Standard,53.5,23.8,5,22,0.411,8,0,2,50.6,12.4,0.15,0
U001806,268,Basic,90.0,80.6,7,31,0.499,4,1,2,59.2,82.2,0.356,0
U007375,23,Basic,13.7,13.3,6,24,0.258,2,8,0,66.3,48.2,0.163,0
U002115,191,Premium,32.2,24.5,2,8,0.341,4,12,0,64.8,33.1,0.151,1
U004535,145,Standard,58.6,46.1,4,16,0.305,3,0,1,66.8,55.9,0.052,1
U002532,317,Standard,39.5,52.7,5,21,0.65,5,5,0,90.9,61.0,0.228,1
U008526,7,Premium,36.7,41.8,5,21,0.284,3,5,1,81.4,20.4,0.05,1
U003471,7,Basic,56.9,52.7,7,29,0.353,5,5,1,66.0,59.4,0.027,0
U001403,7,Premium,35.5,33.9,3,13,0.218,4,4,2,53.4,26.2,0.208,1
U000853,42,Standard,117.0,119.0,5,20,0.275,4,0,4,76.3,70.6,0.282,0
U003083,40,Standard,0.0,5.0,8,33,0.387,2,0,1,80.6,30.0,0.29,0
U008025,47,Standard,58.7,46.3,2,7,0.337,3,0,2,42.9,26.4,0.163,1
U007566,404,Standard,43.6,52.2,5,20,0.224,4,0,0,83.3,7.0,0.208,0
U005530,62,Standard,73.4,78.9,5,21,0.584,2,1,0,75.6,51.4,0.32,0
U007855,123,Basic,68.9,87.0,2,8,0.681,3,0,3,86.3,77.8,0.197,0
U004933,586,Standard,29.7,33.1,1,4,0.301,1,2,0,44.1,90.0,0.215,0
U005160,46,Standard,75.4,77.2,5,20,0.405,5,0,1,74.8,33.0,0.226,0
U009716,124,Basic,0.0,5.0,1,3,0.237,3,3,1,63.6,58.7,0.02,1
U003847,638,Standard,50.8,61.0,2,8,0.56,3,0,1,48.9,50.1,0.281,0
U006484,7,Standard,52.3,73.3,1,3,0.475,1,0,0,65.7,24.9,0.187,1
U000748,141,Premium,23.1,26.2,11,43,0.608,9,2,0,61.7,21.9,0.384,0
U003035,58,Basic,37.1,45.0,4,16,0.123,3,2,1,48.5,20.0,0.02,0
U000348,8,Premium,100.9,144.6,2,7,0.169,6,0,0,86.8,45.7,0.02,1
U003352,99,Basic,45.7,31.3,5,22,0.459,3,3,5,58.3,24.7,0.197,0
U002865,103,Standard,26.7,28.9,2,8,0.067,2,0,1,67.2,37.6,0.053,1
U002168,24,Standard,85.3,73.4,5,22,0.319,3,1,0,66.5,54.8,0.142,0
U006955,308,Premium,57.9,96.6,10,44,0.154,3,0,3,42.2,66.1,0.113,1
U006210,9,Standard,62.9,27.5,8,35,0.557,7,3,1,78.2,51.5,0.264,1
U002778,32,Premium,40.5,34.3,5,19,0.276,5,1,2,57.7,39.6,0.072,0
U001442,17,Standard,49.9,55.2,6,25,0.257,2,3,1,80.4,30.7,0.139,1
U005658,352,Premium,64.6,80.7,9,37,0.482,5,0,4,55.2,43.7,0.383,1
U009658,39,Premium,92.0,75.6,8,31,0.358,8,1,2,61.9,39.1,0.238,0
U003028,184,Basic,117.0,107.5,11,42,0.367,5,0,5,91.9,48.6,0.262,0
U006118,813,Standard,4.7,6.8,1,3,0.198,1,1,0,57.3,42.7,0.099,1
U002484,28,Basic,30.7,40.8,3,12,0.509,3,0,1,85.5,30.6,0.203,1
U002883,41,Standard,102.9,113.3,7,28,0.245,1,8,1,83.4,20.4,0.258,1
U005562,1091,Basic,52.4,27.0,3,12,0.141,1,1,1,93.2,25.2,0.02,1
U000764,245,Basic,38.0,44.4,3,11,0.139,2,2,1,93.0,49.5,0.02,0
U006482,118,Standard,69.0,95.4,9,35,0.595,4,8,1,94.6,72.0,0.185,1
U001617,925,Standard,0.0,5.0,2,8,0.162,3,0,0,73.4,30.5,0.02,1
U001223,101,Standard,100.6,76.2,8,34,0.799,7,4,3,86.4,68.0,0.4,0
U008665,145,Basic,93.3,85.3,6,25,0.249,1,2,3,92.4,33.0,0.215,1
U006222,221,Standard,40.7,59.9,5,19,0.332,7,1,2,88.8,70.8,0.112,1
U001577,7,Standard,22.9,22.0,6,26,0.158,8,5,1,82.8,33.3,0.03,0
U009392,1095,Standard,108.6,87.7,11,49,0.506,4,0,4,47.0,24.8,0.433,0
U006351,7,Basic,47.6,64.7,3,12,0.672,4,2,0,68.9,20.4,0.156,0
U003783,7,Standard,79.1,75.0,9,36,0.239,5,1,2,52.7,60.4,0.35,0
U004375,129,Premium,68.3,91.2,8,35,0.87,6,4,0,67.5,30.3,0.375,0
U000709,52,Standard,26.7,33.1,2,8,0.171,2,8,0,84.6,42.2,0.109,1
U000510,232,Basic,77.5,84.1,1,3,0.132,3,1,2,61.7,71.6,0.037,1
U002955,456,Standard,0.0,5.0,0,0,0.38,3,1,0,75.0,46.2,0.068,1
U007538,77,Premium,21.0,19.5,1,4,0.06,1,0,1,53.2,23.2,0.182,1
U006339,111,Standard,17.1,11.3,3,11,0.214,3,0,1,87.3,59.8,0.02,0
U008923,171,Standard,141.8,95.1,8,30,0.599,3,1,2,71.3,39.2,0.244,0
U007064,271,Basic,22.4,17.8,1,4,0.382,4,3,2,81.3,68.5,0.163,0
U007163,178,Standard,75.9,89.2,8,32,0.249,5,2,4,71.5,69.5,0.327,0
U007372,180,Standard,64.6,100.9,6,24,0.56,3,0,2,52.4,42.5,0.298,0
U006829,202,Basic,102.4,100.8,6,24,0.192,8,2,1,91.0,29.5,0.056,0
U003616,16,Standard,34.8,39.2,5,19,0.551,4,0,2,69.3,73.9,0.265,0
U004657,325,Standard,0.0,5.0,1,3,0.166,3,2,1,89.2,63.2,0.02,1
U006976,103,Standard,16.1,20.9,4,17,0.461,3,3,0,93.0,33.4,0.056,0
U004351,276,Basic,42.0,40.6,4,17,0.348,2,30,1,52.2,63.9,0.02,1
U000712,162,Basic,33.7,33.3,6,26,0.477,5,2,1,93.9,55.5,0.136,0
U006479,135,Standard,30.0,20.4,2,7,0.095,2,3,0,75.8,30.8,0.044,1
U009130,541,Basic,118.8,130.2,8,33,0.652,6,0,1,87.2,31.1,0.208,0
U008205,196,Basic,16.3,10.9,5,20,0.604,1,1,2,70.7,26.9,0.311,0
U009204,116,Basic,52.0,55.7,3,13,0.133,1,1,0,70.4,40.5,0.02,1
U000713,114,Premium,76.4,63.8,6,22,0.206,4,1,1,80.4,75.1,0.129,0
U009113,139,Standard,28.7,19.8,3,12,0.399,5,3,2,77.0,55.2,0.066,1
U001246,177,Standard,11.6,13.3,3,12,0.215,1,5,0,67.6,15.7,0.059,1
U009786,263,Standard,0.0,5.0,4,16,0.35,6,7,3,51.3,45.0,0.221,1
U006849,164,Standard,55.5,79.2,4,16,0.354,3,3,2,74.2,38.2,0.02,1
U005134,7,Basic,43.3,55.4,2,8,0.184,3,2,1,67.7,36.5,0.181,1
U000716,477,Basic,46.2,56.1,3,12,0.192,3,11,0,56.0,21.5,0.061,1
U003464,164,Standard,110.7,121.9,6,23,0.672,8,0,1,93.2,22.6,0.114,1
U004395,525,Standard,69.3,60.9,5,19,0.144,4,0,0,44.2,47.5,0.22,0
U004569,26,Standard,38.0,21.4,4,15,0.531,3,0,3,86.3,50.7,0.196,0
U008804,869,Standard,112.1,79.2,5,19,0.558,6,0,4,84.9,56.9,0.304,0
U008490,35,Standard,0.0,5.0,3,12,0.296,2,2,0,79.0,42.4,0.02,1
U007702,250,Basic,45.5,35.9,3,13,0.643,4,1,1,23.2,72.7,0.02,0
U000213,189,Basic,29.1,36.4,3,13,0.17,5,0,2,55.4,39.3,0.072,0
U009768,257,Basic,6.2,5.0,1,4,0.136,4,0,0,36.4,60.3,0.02,0
U006839,31,Basic,43.6,41.3,8,32,0.429,2,1,1,82.6,62.2,0.114,0
U001011,45,Standard,46.2,41.6,3,11,0.214,3,1,1,66.7,55.6,0.244,0
U000324,59,Basic,110.3,83.6,6,26,0.843,2,3,1,42.4,33.3,0.218,0
U005397,17,Standard,20.6,15.6,0,0,0.192,1,2,2,46.8,37.3,0.314,0
U005991,7,Standard,96.8,117.2,4,16,0.197,2,2,1,40.7,30.9,0.065,0
U003173,31,Standard,0.0,5.0,4,17,0.406,1,3,1,74.9,55.2,0.226,0
U000335,8,Basic,112.4,71.6,11,43,0.68,4,0,5,47.1,58.2,0.496,0
U008306,40,Standard,39.9,48.7,4,15,0.293,5,1,0,68.8,28.5,0.126,0
U002211,252,Standard,20.6,22.9,3,11,0.189,3,2,0,92.1,81.9,0.142,0
U004272,556,Standard,30.6,50.6,6,22,0.591,3,1,2,61.5,47.7,0.181,0
U006741,33,Standard,58.1,62.0,5,22,0.376,6,1,3,54.9,90.0,0.116,0
U000234,122,Standard,14.3,12.3,2,8,0.239,4,5,2,70.8,55.3,0.02,1
U005951,28,Premium,91.5,103.1,5,21,0.611,3,3,2,39.0,64.5,0.191,0
U005738,55,Standard,60.4,78.1,3,11,0.115,3,0,2,58.4,57.3,0.02,1
U007922,224,Premium,71.9,69.0,5,21,0.391,4,2,1,69.1,75.0,0.068,1
U002349,162,Basic,85.8,70.6,8,32,0.667,7,1,1,72.7,59.4,0.219,0
U002037,21,Basic,26.3,24.8,5,19,0.413,4,1,5,65.9,37.4,0.2,0
U007485,93,Premium,8.2,6.9,4,17,0.228,1,0,1,70.1,31.9,0.03,0
U006007,131,Standard,149.2,177.8,9,39,0.488,7,0,1,82.6,32.2,0.508,0
U004554,391,Premium,51.6,64.8,6,24,0.32,2,8,2,55.6,20.7,0.058,0
U008073,237,Premium,6.4,5.0,4,16,0.727,4,0,1,61.3,23.7,0.306,1
U001459,43,Premium,18.3,20.2,1,4,0.05,3,2,0,86.3,62.3,0.114,0
U003289,417,Basic,36.6,53.8,5,19,0.26,4,1,0,82.5,73.2,0.149,0
U003065,188,Standard,57.1,48.3,6,25,0.211,6,4,5,89.0,32.2,0.4,0
U009437,232,Standard,25.0,23.1,4,16,0.326,2,9,1,95.0,20.2,0.186,1
U000775,287,Basic,113.2,122.8,9,36,0.5,4,2,1,42.4,11.5,0.021,0
U006833,128,Standard,122.0,157.9,9,37,0.569,8,0,3,72.5,57.8,0.161,0
U000872,56,Standard,65.9,104.1,9,37,0.683,7,2,3,67.7,66.5,0.443,0
U008750,19,Standard,24.9,12.3,1,4,0.158,1,3,0,76.2,33.2,0.223,0
U001264,109,Standard,31.8,47.2,1,3,0.521,1,9,0,58.9,51.4,0.251,1
U004834,30,Standard,51.0,46.1,6,26,0.357,2,3,1,51.5,70.3,0.06,0
U003895,236,Standard,29.7,37.4,5,19,0.273,4,3,1,87.3,79.4,0.02,1
U006324,80,Standard,43.8,46.4,4,17,0.112,2,3,0,65.2,22.5,0.135,1
U009213,11,Standard,52.7,40.8,5,22,0.337,3,0,1,45.9,71.5,0.163,1
U007020,247,Standard,59.2,72.2,7,30,0.497,11,6,1,77.5,31.1,0.221,0
U001221,542,Basic,119.2,160.0,7,30,0.556,4,0,1,88.6,42.2,0.378,0
U001447,212,Premium,36.6,55.1,4,15,0.235,1,1,0,66.9,70.2,0.269,0
U003185,130,Standard,25.7,33.0,2,8,0.331,1,1,0,40.8,83.4,0.02,1
U000409,424,Standard,61.7,65.7,10,42,0.686,11,0,2,95.0,38.5,0.462,0
U004345,159,Premium,111.0,133.3,9,34,0.32,4,0,6,87.9,52.3,0.347,0
U003022,102,Premium,70.4,47.9,7,28,0.339,3,3,2,67.2,34.3,0.164,1
U002304,62,Standard,73.4,75.7,8,35,0.682,5,2,2,61.7,75.9,0.478,0
U006272,474,Standard,55.5,48.4,3,11,0.254,5,1,1,83.7,42.6,0.075,0
U008281,73,Premium,62.7,49.7,5,21,0.399,3,0,1,73.3,74.4,0.248,0
U006642,284,Basic,40.8,41.1,3,13,0.274,5,2,2,83.1,10.7,0.02,0
U006956,80,Standard,37.8,33.7,3,13,0.386,3,0,0,83.5,63.3,0.114,1
U002110,739,Basic,62.2,58.3,10,43,0.64,2,0,4,54.1,20.8,0.518,0
U005352,969,Standard,12.8,8.4,3,13,0.375,8,10,0,69.0,79.3,0.188,1
U009684,308,Premium,65.9,63.9,7,29,0.331,7,1,1,25.9,34.5,0.271,0
U008344,113,Standard,77.5,87.3,4,15,0.211,1,1,1,95.0,33.2,0.14,0
U004550,288,Standard,11.5,18.6,2,7,0.658,2,3,3,62.6,50.5,0.157,0
U001881,210,Standard,42.7,41.2,3,11,0.27,1,7,0,61.2,14.6,0.131,1
U005946,75,Standard,0.0,5.0,2,7,0.373,3,5,0,50.5,51.0,0.245,1
U001738,38,Standard,31.3,18.2,2,8,0.605,6,1,1,84.9,37.2,0.117,0
U007794,190,Standard,8.4,5.7,2,8,0.087,3,1,0,70.2,44.0,0.079,1
U005213,71,Premium,176.6,129.9,10,39,0.637,7,0,7,58.9,80.2,0.193,0
U003209,104,Basic,32.2,33.4,5,19,0.072,2,0,0,52.6,28.5,0.185,0
U007083,102,Basic,95.8,63.0,12,47,0.865,7,1,6,50.1,65.0,0.375,0
U002056,199,Standard,56.3,44.1,4,17,0.261,1,2,0,40.1,70.3,0.171,0
U001689,167,Standard,133.6,108.6,7,28,0.591,7,2,4,70.4,6.2,0.397,0
U004780,47,Premium,22.8,19.1,2,8,0.441,3,7,1,93.4,29.9,0.31,0
U007476,123,Basic,26.8,48.0,3,11,0.285,6,1,1,71.9,46.2,0.17,0
U007877,190,Basic,73.7,105.8,8,33,0.704,4,0,1,52.8,59.5,0.524,0
U006750,94,Basic,18.4,17.5,4,16,0.366,4,2,2,74.1,40.4,0.173,1
U008556,204,Premium,113.8,127.7,8,32,0.461,4,6,2,75.5,24.1,0.372,1
U008123,22,Standard,19.7,23.3,4,17,0.677,4,0,0,91.8,9.8,0.119,0
U006991,528,Basic,45.8,43.6,2,8,0.312,3,2,4,67.7,36.5,0.068,1
U008267,192,Standard,54.6,67.9,4,15,0.395,4,2,3,62.2,66.2,0.185,0
U008540,378,Standard,87.6,68.9,3,12,0.361,6,0,1,81.5,39.0,0.334,0
U003393,394,Basic,96.8,77.3,6,24,0.329,2,10,0,82.2,75.2,0.24,1
U006326,38,Basic,34.8,17.8,8,32,0.5,5,0,2,95.0,52.2,0.285,1
